,Project,ModelName,DatabaseName,EntityName,TableName,AttributeName,ColumnName,PhysicalDataType,PhysicalOnlyFlag,LogicalOnlyFlag,AttrDefinition,Type,Kind,Note,Unnamed: 14,matched by keyword
3992,A4,,LIMS_AP,AIRCRAFT METRIC DAYS SUMMARY,ACFT_MTRC_DA_SMRY,,ORG_ID,CHAR(9),True,False,,,,,GCSS-DS OS Prod_LIMS_AP.erwin,'aircraft'
3993,A4,,LIMS_AP,AIRCRAFT METRIC STOCK-NUMBER DAYS SUMMARY,ACFT_MTRC_SN_DA_SMRY,ORGANIZATION IDENTIFIER,ORG_ID,CHAR(9),False,False,,,,,GCSS-DS OS Prod_LIMS_AP.erwin,'aircraft'
3994,A4,,LIMS_AP,AIRCRAFT METRIC STOCK-NUMBER SUMMARY,ACFT_MTRC_SN_SMRY,ORGANIZATION IDENTIFIER,ORG_ID,CHAR(9),False,False,,,,,GCSS-DS OS Prod_LIMS_AP.erwin,'aircraft'
3995,A4,,LIMS_AP,AIRCRAFT METRIC STOCK-NUMBER WORK-UNIT-CODE DAYS SUMMARY,ACFT_MTRC_SN_WUC_DA_SMRY,ORGANIZATION IDENTIFIER,ORG_ID,CHAR(9),False,False,,,,,GCSS-DS OS Prod_LIMS_AP.erwin,'aircraft'
3996,A4,,LIMS_AP,AIRCRAFT METRIC STOCK-NUMBER WORK-UNIT-CODE SUMMARY,ACFT_MTRC_SN_WUC_SMRY,ORGANIZATION IDENTIFIER,ORG_ID,CHAR(9),False,False,,,,,GCSS-DS OS Prod_LIMS_AP.erwin,'aircraft'
3997,A4,,LIMS_AP,AIRCRAFT METRIC SUMMARY,ACFT_MTRC_SMRY,,ORG_ID,CHAR(9),True,False,,,,,GCSS-DS OS Prod_LIMS_AP.erwin,'aircraft'
3998,A4,,LIMS_AP,AIRCRAFT METRIC WORK-UNIT-CODE SUMMARY,ACFT_MTRC_WUC_DA_SMRY,,ORG_ID,CHAR(9),True,False,,,,,GCSS-DS OS Prod_LIMS_AP.erwin,'aircraft'
3999,A4,,LIMS_AP,AIRCRAFT METRIC WORK-UNIT-CODE SUMMARY,ACFT_MTRC_WUC_SMRY,,ORG_ID,CHAR(9),True,False,,,,,GCSS-DS OS Prod_LIMS_AP.erwin,'aircraft'
4000,A4,,LIMS_AP,AIRCRAFT TYPE COMMAND ORGANIZATION SERIAL NUMBER,ACFT_TYP_CMD_ORG_SER_NBR,ORGANIZATION IDENTIFIER,ORG_ID,CHAR(9),False,False,,,,,GCSS-DS OS Prod_LIMS_AP.erwin,'aircraft'
4049,A4,,AFEMS_AP,ASSET-INVENTORY-MANAGEMENT ASSET,AIM_ASSET,ASSET IDENTIFIER,ASSET_ID,CHAR(10),False,False,The Component_ID is a control number used to manage components from initial entry into the system. This identifier is assigned by the system when the component is first entered into Integrated Training Area Management (ITAM). The first 4 digits identify the Depot Repair Activity (DRA) in which the original record was entered. The remaining 6 digits are a unique character sequentially assigned.,,,,GCSS-DS OS Prod_AFEMS_AP.erwin,'training'
4050,A4,,AFEMS_AP,ASSET-INVENTORY-MANAGEMENT IN USE,AIM_INUSE,ASSET IDENTIFIER,ASSET_ID,CHAR(10),False,False,The Component_ID is a control number used to manage components from initial entry into the system. This identifier is assigned by the system when the component is first entered into Integrated Training Area Management (ITAM). The first 4 digits identify the Depot Repair Activity (DRA) in which the original record was entered. The remaining 6 digits are a unique character sequentially assigned.,,,,GCSS-DS OS Prod_AFEMS_AP.erwin,'training'
4051,A4,,AFEMS_AP,ASSET-INVENTORY-MANAGEMENT IPMS,AIM_IPMS,ASSET IDENTIFIER,ASSET_ID,CHAR(10),False,False,The Component_ID is a control number used to manage components from initial entry into the system. This identifier is assigned by the system when the component is first entered into Integrated Training Area Management (ITAM). The first 4 digits identify the Depot Repair Activity (DRA) in which the original record was entered. The remaining 6 digits are a unique character sequentially assigned.,,,,GCSS-DS OS Prod_AFEMS_AP.erwin,'training'
4110,Airforce,,MILPDS,,HR.PER_ALL_PEOPLE_F,-,PERSON_ID,NUMBER (10),,,System generated person primary key from PER_PEOPLE_S.,,,System generated person primary key from PER_PEOPLE_S.,,'person'
4116,Airforce,,MILPDS,,PER_REQUISITIONS,-,PERSON_ID,NUMBER (10),,,"Foreign key to PER_ALL_PEOPLE_F, identifies the person raising the requisition.",,,"Foreign key to PER_ALL_PEOPLE_F, identifies the person raising the requisition.",,'person'
4168,A4,,REMIS_AP,AIR-FORCE AIRCRAFT PRIMARY ASSIGNED QUANITY,AF_ACFT_PRIM_ASSIG_QY,START DATE,START_DT,DATE,False,False,,,,,GCSS-DS OS Prod_REMIS_AP.erwin,'aircraft'
4243,A4,,CAMS_FM_AP,TRAINING COURSES,TRAINING_COURSES,NOMENCLATURE,NOMENCLATURE,VARCHAR(35),False,False,"REF: AFMAN 23-110, VOL 2, PT 2, CH 27, PG 27-112, 1 OCT 03DEF: The text used to briefly describe an item identified by a unique stock number (item of supply or equipment).",,,,GCSS-DS OS Prod_CAMS_FM_AP.erwin,'training'
4292,A4,,CAMS_FM_AP,AIRCRAFT DISCREPANCY,AIRCRAFT_DISCREP,SUFFIX CODE,SUFFIX,CHAR(3),False,False,,,,,GCSS-DS OS Prod_CAMS_FM_AP.erwin,'aircraft'
4332,A4,,D042A_AP,ACTUARIAL COMBINATION,ACTUARIAL_COMBINATIONS,ACTUARIAL COMBINATION TEXT,ACTUARIAL_COMBINATION_TX,VARCHAR(16),False,False,THE NAME OF THE ENGINE AND/OR AIRCRAFT DESIGNATION (TMSM AND/OR MDS) UNDER WHICH REPORTS ARE GROUPED FOR ACTUARIAL COMPUTATIONS.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4333,A4,,D042A_AP,OFF FAIL RATE INTERVAL,OFF_FAIL_RATE_INTERVALS,ACTUARIAL COMBINATION TEXT,ACTUARIAL_COMBINATION_TX,VARCHAR(16),False,False,THE NAME OF THE ENGINE AND/OR AIRCRAFT DESIGNATION (TMSM AND/OR MDS) UNDER WHICH REPORTS ARE GROUPED FOR ACTUARIAL COMPUTATIONS.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4334,A4,,D042A_AP,OFFICIAL FAILURE RATES,OFFICIAL_FAILURE_RATES,ACTUARIAL COMBINATION TEXT,ACTUARIAL_COMBINATION_TX,VARCHAR(16),False,False,THE NAME OF THE ENGINE AND/OR AIRCRAFT DESIGNATION (TMSM AND/OR MDS) UNDER WHICH REPORTS ARE GROUPED FOR ACTUARIAL COMPUTATIONS.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4335,A4,,D042A_AP,REPORTING COMBO ACT COMBO,REPORTING_COMBO_ACT_COMBO,ACTUARIAL COMBINATION TEXT,ACTUARIAL_COMBINATION_TX,VARCHAR(16),False,False,THE NAME OF THE ENGINE AND/OR AIRCRAFT DESIGNATION (TMSM AND/OR MDS) UNDER WHICH REPORTS ARE GROUPED FOR ACTUARIAL COMPUTATIONS.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4340,A4,,D042A_AP,AIRCRAFT DESIGN,AIRCRAFT_DESIGNS,DATA MANIPULATION LANGUAGE TYPE CODE,DML_TYPE_CD,CHAR(1),False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4341,A4,,D042A_AP,AIRCRAFT ENGINES INSTALLED,AIRCRAFT_ENGINES_INSTALLED,DATA MANIPULATION LANGUAGE TYPE CODE,DML_TYPE_CD,CHAR(1),False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4342,A4,,D042A_AP,AIRCRAFT MISSIONS,AIRCRAFT_MISSIONS,DATA MANIPULATION LANGUAGE TYPE CODE,DML_TYPE_CD,CHAR(1),False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4343,A4,,D042A_AP,AIRCRAFT SERIES,AIRCRAFT_SERIES,DATA MANIPULATION LANGUAGE TYPE CODE,DML_TYPE_CD,CHAR(1),False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4344,A4,,D042A_AP,AIRCRAFT STATUS,AIRCRAFT_STATUSES,DATA MANIPULATION LANGUAGE TYPE CODE,DML_TYPE_CD,CHAR(1),False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4407,A4,,D042A_AP,PERSON SUFFIXES,PERSON_SUFFIXES,DATA MANIPULATION LANGUAGE TYPE CODE,DML_TYPE_CD,CHAR(1),False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
4408,A4,,D042A_AP,PERSON TITLE,PERSON_TITLES,DATA MANIPULATION LANGUAGE TYPE CODE,DML_TYPE_CD,CHAR(1),False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
4470,A4,,D042A_AP,AIRCRAFT DESIGN,AIRCRAFT_DESIGNS,DATA MANIPULATION LANGUAGE SEQUENCE NUMBER IDENTIFICATION,DML_SEQUENCE_NUMBER_ID,"DECIMAL(18,0)",False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4471,A4,,D042A_AP,AIRCRAFT ENGINES INSTALLED,AIRCRAFT_ENGINES_INSTALLED,DATA MANIPULATION LANGUAGE SEQUENCE NUMBER IDENTIFICATION,DML_SEQUENCE_NUMBER_ID,"DECIMAL(18,0)",False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4472,A4,,D042A_AP,AIRCRAFT MISSIONS,AIRCRAFT_MISSIONS,DATA MANIPULATION LANGUAGE SEQUENCE NUMBER IDENTIFICATION,DML_SEQUENCE_NUMBER_ID,"DECIMAL(18,0)",False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4473,A4,,D042A_AP,AIRCRAFT SERIES,AIRCRAFT_SERIES,DATA MANIPULATION LANGUAGE SEQUENCE NUMBER IDENTIFICATION,DML_SEQUENCE_NUMBER_ID,"DECIMAL(18,0)",False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4474,A4,,D042A_AP,AIRCRAFT STATUS,AIRCRAFT_STATUSES,DATA MANIPULATION LANGUAGE SEQUENCE NUMBER IDENTIFICATION,DML_SEQUENCE_NUMBER_ID,"DECIMAL(18,0)",False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4537,A4,,D042A_AP,PERSON SUFFIXES,PERSON_SUFFIXES,DATA MANIPULATION LANGUAGE SEQUENCE NUMBER IDENTIFICATION,DML_SEQUENCE_NUMBER_ID,"DECIMAL(18,0)",False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
4538,A4,,D042A_AP,PERSON TITLE,PERSON_TITLES,DATA MANIPULATION LANGUAGE SEQUENCE NUMBER IDENTIFICATION,DML_SEQUENCE_NUMBER_ID,"DECIMAL(18,0)",False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
4701,A4,,D042A_AP,AIRCRAFT DESIGN,AIRCRAFT_DESIGNS,,DW_START_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4702,A4,,D042A_AP,AIRCRAFT ENGINES INSTALLED,AIRCRAFT_ENGINES_INSTALLED,,DW_START_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4703,A4,,D042A_AP,AIRCRAFT MISSIONS,AIRCRAFT_MISSIONS,,DW_START_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4704,A4,,D042A_AP,AIRCRAFT SERIES,AIRCRAFT_SERIES,,DW_START_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4705,A4,,D042A_AP,AIRCRAFT STATUS,AIRCRAFT_STATUSES,,DW_START_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4768,A4,,D042A_AP,PERSON SUFFIXES,PERSON_SUFFIXES,,DW_START_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
4769,A4,,D042A_AP,PERSON TITLE,PERSON_TITLES,,DW_START_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
5211,A4,,D042A_AP,AIRCRAFT DESIGN,AIRCRAFT_DESIGNS,,DW_END_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5212,A4,,D042A_AP,AIRCRAFT ENGINES INSTALLED,AIRCRAFT_ENGINES_INSTALLED,,DW_END_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5213,A4,,D042A_AP,AIRCRAFT MISSIONS,AIRCRAFT_MISSIONS,,DW_END_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5214,A4,,D042A_AP,AIRCRAFT SERIES,AIRCRAFT_SERIES,,DW_END_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5215,A4,,D042A_AP,AIRCRAFT STATUS,AIRCRAFT_STATUSES,,DW_END_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5278,A4,,D042A_AP,PERSON SUFFIXES,PERSON_SUFFIXES,,DW_END_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
5279,A4,,D042A_AP,PERSON TITLE,PERSON_TITLES,,DW_END_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
5720,A4,,ALIS_AP,AIRCRAFT LO STATUS,ACFT_LO_STAT,,DW_BATCH_INS_NR,"DECIMAL(16,0)",True,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'aircraft'
5721,A4,,ALIS_AP,AIRCRAFT LOCATION,ACFT_LOC,,DW_BATCH_INS_NR,"DECIMAL(16,0)",True,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'aircraft'
5722,A4,,ALIS_AP,AIRCRAFT PREDICTIVE STATUS,ACFT_PREDICTIVE_STAT,,DW_BATCH_INS_NR,"DECIMAL(16,0)",True,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'aircraft'
5723,A4,,ALIS_AP,AIRCRAFT READINESS SUMMARY,ACFT_RDNS_SMRY,,DW_BATCH_INS_NR,"DECIMAL(16,0)",True,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'aircraft'
5728,A4,,ALIS_AP,COMPLETED ELECTRONIC TRAINING JACKET,CMPLTD_ELECTNC_TRNG_JKT,,DW_BATCH_INS_NR,"DECIMAL(16,0)",True,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'training'
5730,A4,,ALIS_AP,CURRENT TRAINING JACKET ATTACHMENT,CUR_TRNG_JKT_ATTCHMNT,,DW_BATCH_INS_NR,"DECIMAL(16,0)",True,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'training'
5731,A4,,ALIS_AP,CURRENT TRAINING JACKET SUPPLEMENT,CUR_TRNG_JKT_SPLMNT,,DW_BATCH_INS_NR,"DECIMAL(16,0)",True,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'training'
5742,A4,,ALIS_AP,JOINT-STRIKE-FIGHTER TRAINING DATA REQUEST,JSF_TRNG_DATA_REQST,,DW_BATCH_INS_NR,"DECIMAL(16,0)",True,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'training'
5758,A4,,ALIS_AP,MAINTAINER ON-THE-JOB TRAINING SUMMARY,MNTNR_OJT_TRNG_SMRY,,DW_BATCH_INS_NR,"DECIMAL(16,0)",True,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'training'
5762,A4,,ALIS_AP,MAINTAINER TRAINING SUMMARY,MNTNR_TRNG_SMRY,,DW_BATCH_INS_NR,"DECIMAL(16,0)",True,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'training'
5804,A4,,D042A_AP,AIRCRAFT DESIGN,AIRCRAFT_DESIGNS,,DW_BATCH_INS_NR,INTEGER,True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5805,A4,,D042A_AP,AIRCRAFT ENGINES INSTALLED,AIRCRAFT_ENGINES_INSTALLED,,DW_BATCH_INS_NR,INTEGER,True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5806,A4,,D042A_AP,AIRCRAFT MISSIONS,AIRCRAFT_MISSIONS,,DW_BATCH_INS_NR,INTEGER,True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5807,A4,,D042A_AP,AIRCRAFT SERIES,AIRCRAFT_SERIES,,DW_BATCH_INS_NR,INTEGER,True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5808,A4,,D042A_AP,AIRCRAFT STATUS,AIRCRAFT_STATUSES,,DW_BATCH_INS_NR,INTEGER,True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5871,A4,,D042A_AP,PERSON SUFFIXES,PERSON_SUFFIXES,,DW_BATCH_INS_NR,INTEGER,True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
5872,A4,,D042A_AP,PERSON TITLE,PERSON_TITLES,,DW_BATCH_INS_NR,INTEGER,True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
6104,A4,,D042A_AP,AIRCRAFT ENGINES INSTALLED,AIRCRAFT_ENGINES_INSTALLED,AIRCRAFT KEY IDENTIFICATION,AIRCRAFT_KEY_ID,"DECIMAL(10,0)",False,False,THE UNIQUE 10 DIGIT ARTIFICIAL KEY.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6110,A4,,D042A_AP,AIRCRAFT,AIRCRAFT,MDS IDENTIFICATION,MDS_ID,VARCHAR(7),False,False,"INDICATES THE MISSION, DESIGN, AND SERIES FOR AIRCRAFT, MISSILES, OR SUPPORT EQUIPMENT.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6111,A4,,D042A_AP,FAMILY GROUP MISSION DESIGN SERIES,FAMILY_GROUP_MDS,MISSION DESIGN SERIES IDENTIFICATION,MDS_ID,VARCHAR(7),False,False,"INDICATES THE MISSION, DESIGN, AND SERIES FOR AIRCRAFT, MISSILES, OR SUPPORT EQUIPMENT.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6112,A4,,D042A_AP,MISSION DESIGN SERIES,MISSION_DESIGN_SERIES,MISSION DESIGN SERIES IDENTIFICATION,MDS_ID,VARCHAR(7),False,False,"INDICATES THE MISSION, DESIGN, AND SERIES FOR AIRCRAFT, MISSILES, OR SUPPORT EQUIPMENT.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6113,A4,,D042A_AP,PART NUMBER HISTORY,PART_NUMBER_HISTORY,MDS IDENTIFICATION,MDS_ID,VARCHAR(7),False,False,"INDICATES THE MISSION, DESIGN, AND SERIES FOR AIRCRAFT, MISSILES, OR SUPPORT EQUIPMENT.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6114,A4,,D042A_AP,PART NUMBER LIFE LIMIT,PART_NUMBER_LIFE_LIMITS,MDS IDENTIFICATION,MDS_ID,VARCHAR(7),False,False,"INDICATES THE MISSION, DESIGN, AND SERIES FOR AIRCRAFT, MISSILES, OR SUPPORT EQUIPMENT.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6115,A4,,D042A_AP,PART NUMBERS,PART_NUMBERS,MISSION DESIGN SERIES IDENTIFICATION,MDS_ID,VARCHAR(7),False,False,"INDICATES THE MISSION, DESIGN, AND SERIES FOR AIRCRAFT, MISSILES, OR SUPPORT EQUIPMENT.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6116,A4,,D042A_AP,REPORTING COMBO ACT COMBO,REPORTING_COMBO_ACT_COMBO,MISSION DESIGN SERIES IDENTIFICATION,MDS_ID,VARCHAR(7),False,False,"INDICATES THE MISSION, DESIGN, AND SERIES FOR AIRCRAFT, MISSILES, OR SUPPORT EQUIPMENT.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6117,A4,,D042A_AP,AIRCRAFT,AIRCRAFT,AIRCRAFT SERIAL NUMBER IDENTIFICATION,AIRCRAFT_SERIAL_NUMBER_ID,VARCHAR(10),False,False,A UNIQUE NUMBER ASSIGNED TO AN AIRCRAFT FOR IDENTIFICATION PURPOSES.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6138,A4,,D042A_AP,AIRCRAFT,AIRCRAFT,AIRCRAFT STATUS CODE,AIRCRAFT_STATUS_CD,CHAR(1),False,False,"INDICATES WHETHER AN AIRCRAFT IS ACTIVE, INACTIVE OR NOT OBLIGATED.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6139,A4,,D042A_AP,AIRCRAFT STATUS,AIRCRAFT_STATUSES,AIRCRAFT STATUS CODE,AIRCRAFT_STATUS_CD,CHAR(1),False,False,"INDICATES WHETHER AN AIRCRAFT IS ACTIVE, INACTIVE OR NOT OBLIGATED.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6187,A4,,D042A_AP,AIRCRAFT,AIRCRAFT,DELETE CODE,DELETE_CD,CHAR(1),False,False,INDICATES IF AIRCRAFT RECORD IS SCHEDULED FOR DELETION OR NOT SCHEDULED FOR DELETION..,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6189,A4,,D042A_AP,AIRCRAFT,AIRCRAFT,AIRCRAFT LAST UPDATE DATE TIME,AIRCRAFT_LAST_UPDATE_DT_TM,TIMESTAMP(0),False,False,THE DATE AND TIME AIRCRAFT RECORD LAST UPDATED (STORED AS ORACLE DATE FORMAT).,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6190,A4,,D042A_AP,AIRCRAFT,AIRCRAFT,AIRCRAFT RETIRED CODE,AIRCRAFT_RETIRED_CD,CHAR(1),False,False,INDICATES IF AN AIRCRAFT IS RETIRED.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6191,A4,,D042A_AP,AIRCRAFT DESIGN,AIRCRAFT_DESIGNS,AIRCRAFT DESIGN CODE,AIRCRAFT_DESIGN_CD,CHAR(3),False,False,THE DESIGN COMPONENT OF AN AIRCRAFT MDS.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6192,A4,,D042A_AP,MISSION DESIGN SERIES,MISSION_DESIGN_SERIES,AIRCRAFT DESIGN CODE,AIRCRAFT_DESIGN_CD,CHAR(3),False,False,THE DESIGN COMPONENT OF AN AIRCRAFT MDS.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6193,A4,,D042A_AP,AIRCRAFT ENGINES INSTALLED,AIRCRAFT_ENGINES_INSTALLED,TRACKED ITEM KEY IDENTIFICATION,TRACKED_ITEM_KEY_ID,"DECIMAL(15,0)",False,False,THE UNIQUE PRIMARY KEY ASSIGNED BY CEMS ODS TO A TRACKED ITEM (ENGINE OR PART),,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6216,A4,,D042A_AP,AIRCRAFT MISSIONS,AIRCRAFT_MISSIONS,AIRCRAFT MISSION CODE,AIRCRAFT_MISSION_CD,CHAR(3),False,False,THE MISSION COMPONENT OF AN AIRCRAFT MDS.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6217,A4,,D042A_AP,MISSION DESIGN SERIES,MISSION_DESIGN_SERIES,AIRCRAFT MISSION CODE,AIRCRAFT_MISSION_CD,CHAR(3),False,False,THE MISSION COMPONENT OF AN AIRCRAFT MDS.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6218,A4,,D042A_AP,AIRCRAFT MISSIONS,AIRCRAFT_MISSIONS,AIRCRAFT MISSION CODE TEXT,AIRCRAFT_MISSION_CODE_TX,VARCHAR(64),False,False,THE DESCRIPTION OF AIRCRAFT MISSIONS.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
