,Project,ModelName,DatabaseName,EntityName,TableName,AttributeName,ColumnName,PhysicalDataType,PhysicalOnlyFlag,LogicalOnlyFlag,AttrDefinition,Type,Kind,Note,Unnamed: 14,matched by keyword
4000,A4,,LIMS_AP,AIRCRAFT TYPE COMMAND ORGANIZATION SERIAL NUMBER,ACFT_TYP_CMD_ORG_SER_NBR,ORGANIZATION IDENTIFIER,ORG_ID,CHAR(9),False,False,,,,,GCSS-DS OS Prod_LIMS_AP.erwin,'aircraft'
4015,A4,,MICAP_AWP_AP,MISSION CAPABILITY SEGMENT,MSN_CAP_SEG,ORGANIZATION IDENTIFIER,ORG_ID,CHAR(8),False,False,"IDENTIFIES THE AUTHORIZED NOMENCLATURE FOR BOTH NUMBERED AND UNNUMBERED USAF UNITS. AIR FORCE INSTRUCTIONS (AFI) IN THE 20-SERIES PRESCRIBE AIR FORCE POLICY FOR SELECTING APPROPRIATE NOMENCLATURE FOR AIR FORCE ORGANIZATIONS. AN ASTERISK WILL BE FOUND IN THE UPPER LEFT OF THE NOMENCLATURE DENOTING THAT THE NOMENCLATURE IS RESTRICTED IN USE TO AIR FORCE CONTROLLED (AFCON) UNITS OR THAT THE NOMENCLATURE MAY NOT BE USED WITHOUT USAF PERMISSION. THE TERM 'AEROSPACE,' WHEN USED IN THE TITLE OF A UNIT, MEANS THAT TWO OR MORE OF THE FOLLOWING TYPES OF SYSTEMS ARE CONCERNED: (1) AIR VEHICLE, AND (2) BALLISTIC MISSILE AND SPACE VEHICLE SYSTEMS. A NOMENCLATURE USING THE TERM AEROSPACE AS A PART OF THE TITLE WILL NOT BE USED WITHOUT ADVANCED HQ USAF APPROVAL.",,,,GCSS-DS OS Prod_MICAP_AWP_AP.erwin,'missile'
4110,Airforce,,MILPDS,,HR.PER_ALL_PEOPLE_F,-,PERSON_ID,NUMBER (10),,,System generated person primary key from PER_PEOPLE_S.,,,System generated person primary key from PER_PEOPLE_S.,,'person'
4116,Airforce,,MILPDS,,PER_REQUISITIONS,-,PERSON_ID,NUMBER (10),,,"Foreign key to PER_ALL_PEOPLE_F, identifies the person raising the requisition.",,,"Foreign key to PER_ALL_PEOPLE_F, identifies the person raising the requisition.",,'person'
4168,A4,,REMIS_AP,AIR-FORCE AIRCRAFT PRIMARY ASSIGNED QUANITY,AF_ACFT_PRIM_ASSIG_QY,START DATE,START_DT,DATE,False,False,,,,,GCSS-DS OS Prod_REMIS_AP.erwin,'aircraft'
4231,Airforce,,REMIS,,MESL0B, DEFAULT SYSTEM NOT NULL,NOMENCLATURE,CHAR(35),,,MINIMUM ESSENTIAL SUBSYS LIST,,,,,'list'
4292,A4,,CAMS_FM_AP,AIRCRAFT DISCREPANCY,AIRCRAFT_DISCREP,SUFFIX CODE,SUFFIX,CHAR(3),False,False,,,,,GCSS-DS OS Prod_CAMS_FM_AP.erwin,'aircraft'
4332,A4,,D042A_AP,ACTUARIAL COMBINATION,ACTUARIAL_COMBINATIONS,ACTUARIAL COMBINATION TEXT,ACTUARIAL_COMBINATION_TX,VARCHAR(16),False,False,THE NAME OF THE ENGINE AND/OR AIRCRAFT DESIGNATION (TMSM AND/OR MDS) UNDER WHICH REPORTS ARE GROUPED FOR ACTUARIAL COMPUTATIONS.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4333,A4,,D042A_AP,OFF FAIL RATE INTERVAL,OFF_FAIL_RATE_INTERVALS,ACTUARIAL COMBINATION TEXT,ACTUARIAL_COMBINATION_TX,VARCHAR(16),False,False,THE NAME OF THE ENGINE AND/OR AIRCRAFT DESIGNATION (TMSM AND/OR MDS) UNDER WHICH REPORTS ARE GROUPED FOR ACTUARIAL COMPUTATIONS.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4334,A4,,D042A_AP,OFFICIAL FAILURE RATES,OFFICIAL_FAILURE_RATES,ACTUARIAL COMBINATION TEXT,ACTUARIAL_COMBINATION_TX,VARCHAR(16),False,False,THE NAME OF THE ENGINE AND/OR AIRCRAFT DESIGNATION (TMSM AND/OR MDS) UNDER WHICH REPORTS ARE GROUPED FOR ACTUARIAL COMPUTATIONS.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4335,A4,,D042A_AP,REPORTING COMBO ACT COMBO,REPORTING_COMBO_ACT_COMBO,ACTUARIAL COMBINATION TEXT,ACTUARIAL_COMBINATION_TX,VARCHAR(16),False,False,THE NAME OF THE ENGINE AND/OR AIRCRAFT DESIGNATION (TMSM AND/OR MDS) UNDER WHICH REPORTS ARE GROUPED FOR ACTUARIAL COMPUTATIONS.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4340,A4,,D042A_AP,AIRCRAFT DESIGN,AIRCRAFT_DESIGNS,DATA MANIPULATION LANGUAGE TYPE CODE,DML_TYPE_CD,CHAR(1),False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4341,A4,,D042A_AP,AIRCRAFT ENGINES INSTALLED,AIRCRAFT_ENGINES_INSTALLED,DATA MANIPULATION LANGUAGE TYPE CODE,DML_TYPE_CD,CHAR(1),False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4342,A4,,D042A_AP,AIRCRAFT MISSIONS,AIRCRAFT_MISSIONS,DATA MANIPULATION LANGUAGE TYPE CODE,DML_TYPE_CD,CHAR(1),False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4343,A4,,D042A_AP,AIRCRAFT SERIES,AIRCRAFT_SERIES,DATA MANIPULATION LANGUAGE TYPE CODE,DML_TYPE_CD,CHAR(1),False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4344,A4,,D042A_AP,AIRCRAFT STATUS,AIRCRAFT_STATUSES,DATA MANIPULATION LANGUAGE TYPE CODE,DML_TYPE_CD,CHAR(1),False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4407,A4,,D042A_AP,PERSON SUFFIXES,PERSON_SUFFIXES,DATA MANIPULATION LANGUAGE TYPE CODE,DML_TYPE_CD,CHAR(1),False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
4408,A4,,D042A_AP,PERSON TITLE,PERSON_TITLES,DATA MANIPULATION LANGUAGE TYPE CODE,DML_TYPE_CD,CHAR(1),False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
4470,A4,,D042A_AP,AIRCRAFT DESIGN,AIRCRAFT_DESIGNS,DATA MANIPULATION LANGUAGE SEQUENCE NUMBER IDENTIFICATION,DML_SEQUENCE_NUMBER_ID,"DECIMAL(18,0)",False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4471,A4,,D042A_AP,AIRCRAFT ENGINES INSTALLED,AIRCRAFT_ENGINES_INSTALLED,DATA MANIPULATION LANGUAGE SEQUENCE NUMBER IDENTIFICATION,DML_SEQUENCE_NUMBER_ID,"DECIMAL(18,0)",False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4472,A4,,D042A_AP,AIRCRAFT MISSIONS,AIRCRAFT_MISSIONS,DATA MANIPULATION LANGUAGE SEQUENCE NUMBER IDENTIFICATION,DML_SEQUENCE_NUMBER_ID,"DECIMAL(18,0)",False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4473,A4,,D042A_AP,AIRCRAFT SERIES,AIRCRAFT_SERIES,DATA MANIPULATION LANGUAGE SEQUENCE NUMBER IDENTIFICATION,DML_SEQUENCE_NUMBER_ID,"DECIMAL(18,0)",False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4474,A4,,D042A_AP,AIRCRAFT STATUS,AIRCRAFT_STATUSES,DATA MANIPULATION LANGUAGE SEQUENCE NUMBER IDENTIFICATION,DML_SEQUENCE_NUMBER_ID,"DECIMAL(18,0)",False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4537,A4,,D042A_AP,PERSON SUFFIXES,PERSON_SUFFIXES,DATA MANIPULATION LANGUAGE SEQUENCE NUMBER IDENTIFICATION,DML_SEQUENCE_NUMBER_ID,"DECIMAL(18,0)",False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
4538,A4,,D042A_AP,PERSON TITLE,PERSON_TITLES,DATA MANIPULATION LANGUAGE SEQUENCE NUMBER IDENTIFICATION,DML_SEQUENCE_NUMBER_ID,"DECIMAL(18,0)",False,False,Z DML_,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
4701,A4,,D042A_AP,AIRCRAFT DESIGN,AIRCRAFT_DESIGNS,,DW_START_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4702,A4,,D042A_AP,AIRCRAFT ENGINES INSTALLED,AIRCRAFT_ENGINES_INSTALLED,,DW_START_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4703,A4,,D042A_AP,AIRCRAFT MISSIONS,AIRCRAFT_MISSIONS,,DW_START_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4704,A4,,D042A_AP,AIRCRAFT SERIES,AIRCRAFT_SERIES,,DW_START_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4705,A4,,D042A_AP,AIRCRAFT STATUS,AIRCRAFT_STATUSES,,DW_START_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
4768,A4,,D042A_AP,PERSON SUFFIXES,PERSON_SUFFIXES,,DW_START_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
4769,A4,,D042A_AP,PERSON TITLE,PERSON_TITLES,,DW_START_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
5211,A4,,D042A_AP,AIRCRAFT DESIGN,AIRCRAFT_DESIGNS,,DW_END_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5212,A4,,D042A_AP,AIRCRAFT ENGINES INSTALLED,AIRCRAFT_ENGINES_INSTALLED,,DW_END_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5213,A4,,D042A_AP,AIRCRAFT MISSIONS,AIRCRAFT_MISSIONS,,DW_END_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5214,A4,,D042A_AP,AIRCRAFT SERIES,AIRCRAFT_SERIES,,DW_END_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5215,A4,,D042A_AP,AIRCRAFT STATUS,AIRCRAFT_STATUSES,,DW_END_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5278,A4,,D042A_AP,PERSON SUFFIXES,PERSON_SUFFIXES,,DW_END_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
5279,A4,,D042A_AP,PERSON TITLE,PERSON_TITLES,,DW_END_DT,TIMESTAMP(0),True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
5720,A4,,ALIS_AP,AIRCRAFT LO STATUS,ACFT_LO_STAT,,DW_BATCH_INS_NR,"DECIMAL(16,0)",True,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'aircraft'
5721,A4,,ALIS_AP,AIRCRAFT LOCATION,ACFT_LOC,,DW_BATCH_INS_NR,"DECIMAL(16,0)",True,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'aircraft'
5722,A4,,ALIS_AP,AIRCRAFT PREDICTIVE STATUS,ACFT_PREDICTIVE_STAT,,DW_BATCH_INS_NR,"DECIMAL(16,0)",True,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'aircraft'
5723,A4,,ALIS_AP,AIRCRAFT READINESS SUMMARY,ACFT_RDNS_SMRY,,DW_BATCH_INS_NR,"DECIMAL(16,0)",True,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'aircraft'
5786,A4,,ALIS_AP,WEAPON LOG,WPN_LOG,,DW_BATCH_INS_NR,"DECIMAL(16,0)",True,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'weapon'
5787,A4,,ALIS_AP,WEAPON STATION STATUS,WPN_STN_STAT,DATA WAREHOUSING BATCH INSERT NUMBER,DW_BATCH_INS_NR,"DECIMAL(16,0)",False,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'weapon'
5788,A4,,ALIS_AP,WEAPON STATUS REPORT,WPN_STAT_RPT,DATA WAREHOUSING BATCH INSERT NUMBER,DW_BATCH_INS_NR,"DECIMAL(16,0)",False,False,NUMBER OF THE ETL BATCH PROCESS WHICH LOADED THE ROW,,,,GCSS-DS OS Prod_ALIS_AP.erwin,'weapon'
5804,A4,,D042A_AP,AIRCRAFT DESIGN,AIRCRAFT_DESIGNS,,DW_BATCH_INS_NR,INTEGER,True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5805,A4,,D042A_AP,AIRCRAFT ENGINES INSTALLED,AIRCRAFT_ENGINES_INSTALLED,,DW_BATCH_INS_NR,INTEGER,True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5806,A4,,D042A_AP,AIRCRAFT MISSIONS,AIRCRAFT_MISSIONS,,DW_BATCH_INS_NR,INTEGER,True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5807,A4,,D042A_AP,AIRCRAFT SERIES,AIRCRAFT_SERIES,,DW_BATCH_INS_NR,INTEGER,True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5808,A4,,D042A_AP,AIRCRAFT STATUS,AIRCRAFT_STATUSES,,DW_BATCH_INS_NR,INTEGER,True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
5871,A4,,D042A_AP,PERSON SUFFIXES,PERSON_SUFFIXES,,DW_BATCH_INS_NR,INTEGER,True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
5872,A4,,D042A_AP,PERSON TITLE,PERSON_TITLES,,DW_BATCH_INS_NR,INTEGER,True,False,,,,,GCSS-DS OS Prod_D042A_AP.erwin,'person'
6104,A4,,D042A_AP,AIRCRAFT ENGINES INSTALLED,AIRCRAFT_ENGINES_INSTALLED,AIRCRAFT KEY IDENTIFICATION,AIRCRAFT_KEY_ID,"DECIMAL(10,0)",False,False,THE UNIQUE 10 DIGIT ARTIFICIAL KEY.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6110,A4,,D042A_AP,AIRCRAFT,AIRCRAFT,MDS IDENTIFICATION,MDS_ID,VARCHAR(7),False,False,"INDICATES THE MISSION, DESIGN, AND SERIES FOR AIRCRAFT, MISSILES, OR SUPPORT EQUIPMENT.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6111,A4,,D042A_AP,FAMILY GROUP MISSION DESIGN SERIES,FAMILY_GROUP_MDS,MISSION DESIGN SERIES IDENTIFICATION,MDS_ID,VARCHAR(7),False,False,"INDICATES THE MISSION, DESIGN, AND SERIES FOR AIRCRAFT, MISSILES, OR SUPPORT EQUIPMENT.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6112,A4,,D042A_AP,MISSION DESIGN SERIES,MISSION_DESIGN_SERIES,MISSION DESIGN SERIES IDENTIFICATION,MDS_ID,VARCHAR(7),False,False,"INDICATES THE MISSION, DESIGN, AND SERIES FOR AIRCRAFT, MISSILES, OR SUPPORT EQUIPMENT.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6113,A4,,D042A_AP,PART NUMBER HISTORY,PART_NUMBER_HISTORY,MDS IDENTIFICATION,MDS_ID,VARCHAR(7),False,False,"INDICATES THE MISSION, DESIGN, AND SERIES FOR AIRCRAFT, MISSILES, OR SUPPORT EQUIPMENT.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6114,A4,,D042A_AP,PART NUMBER LIFE LIMIT,PART_NUMBER_LIFE_LIMITS,MDS IDENTIFICATION,MDS_ID,VARCHAR(7),False,False,"INDICATES THE MISSION, DESIGN, AND SERIES FOR AIRCRAFT, MISSILES, OR SUPPORT EQUIPMENT.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6115,A4,,D042A_AP,PART NUMBERS,PART_NUMBERS,MISSION DESIGN SERIES IDENTIFICATION,MDS_ID,VARCHAR(7),False,False,"INDICATES THE MISSION, DESIGN, AND SERIES FOR AIRCRAFT, MISSILES, OR SUPPORT EQUIPMENT.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6116,A4,,D042A_AP,REPORTING COMBO ACT COMBO,REPORTING_COMBO_ACT_COMBO,MISSION DESIGN SERIES IDENTIFICATION,MDS_ID,VARCHAR(7),False,False,"INDICATES THE MISSION, DESIGN, AND SERIES FOR AIRCRAFT, MISSILES, OR SUPPORT EQUIPMENT.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6117,A4,,D042A_AP,AIRCRAFT,AIRCRAFT,AIRCRAFT SERIAL NUMBER IDENTIFICATION,AIRCRAFT_SERIAL_NUMBER_ID,VARCHAR(10),False,False,A UNIQUE NUMBER ASSIGNED TO AN AIRCRAFT FOR IDENTIFICATION PURPOSES.,,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6138,A4,,D042A_AP,AIRCRAFT,AIRCRAFT,AIRCRAFT STATUS CODE,AIRCRAFT_STATUS_CD,CHAR(1),False,False,"INDICATES WHETHER AN AIRCRAFT IS ACTIVE, INACTIVE OR NOT OBLIGATED.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
6139,A4,,D042A_AP,AIRCRAFT STATUS,AIRCRAFT_STATUSES,AIRCRAFT STATUS CODE,AIRCRAFT_STATUS_CD,CHAR(1),False,False,"INDICATES WHETHER AN AIRCRAFT IS ACTIVE, INACTIVE OR NOT OBLIGATED.",,,,GCSS-DS OS Prod_D042A_AP.erwin,'aircraft'
